image_path,label,video_path,user_id
Processed Dataset/ProcessedFallDetection/NotFalling/FDNF3.png,none,Dataset\FallDetection\NotFalling\FDNF3,
Processed Dataset/ProcessedFallDetection/NotFalling/FDNF4.png,none,Dataset\FallDetection\NotFalling\FDNF4,
Processed Dataset/ProcessedFallDetection/NotFalling/FDNF5.png,none,Dataset\FallDetection\NotFalling\FDNF5,
Processed Dataset/ProcessedFallDetection/NotFalling/FDNF6.png,none,Dataset\FallDetection\NotFalling\FDNF6,
Processed Dataset/ProcessedFallDetection/NotFalling/FDNF7.png,none,Dataset\FallDetection\NotFalling\FDNF7,
Processed Dataset/ProcessedFallDetection/NotFalling/FDNF8.png,none,Dataset\FallDetection\NotFalling\FDNF8,
Processed Dataset/ProcessedFallDetection/NotFalling/FDNF9.png,none,Dataset\FallDetection\NotFalling\FDNF9,
Processed Dataset/ProcessedFallDetection/NotFalling/FDNF10.png,none,Dataset\FallDetection\NotFalling\FDNF10,
Processed Dataset/ProcessedFallDetection/NotFalling/FDNF11.png,none,Dataset\FallDetection\NotFalling\FDNF11,
Processed Dataset/ProcessedFallDetection/NotFalling/FDNF12.png,none,Dataset\FallDetection\NotFalling\FDNF12,
Processed Dataset/ProcessedFallDetection/NotFalling/FDNF13.png,none,Dataset\FallDetection\NotFalling\FDNF13,
Processed Dataset/ProcessedFallDetection/NotFalling/FDNF14.png,none,Dataset\FallDetection\NotFalling\FDNF14,
Processed Dataset/ProcessedFallDetection/NotFalling/FDNF15.png,none,Dataset\FallDetection\NotFalling\FDNF15,
Processed Dataset/ProcessedFallDetection/NotFalling/FDNF16.png,none,Dataset\FallDetection\NotFalling\FDNF16,
Processed Dataset/ProcessedFallDetection/NotFalling/FDNF17.png,none,Dataset\FallDetection\NotFalling\FDNF17,
Processed Dataset/ProcessedFallDetection/NotFalling/FDNF18.png,none,Dataset\FallDetection\NotFalling\FDNF18,
Processed Dataset/ProcessedFallDetection/NotFalling/FDNF19.png,none,Dataset\FallDetection\NotFalling\FDNF19,
Processed Dataset/ProcessedFallDetection/NotFalling/FDNF20.png,none,Dataset\FallDetection\NotFalling\FDNF20,
Processed Dataset/ProcessedFallDetection/Sitting/FDST1.png,fall,Dataset\FallDetection\Sitting\FDST1,
Processed Dataset/ProcessedFallDetection/Sitting/FDST2.png,fall,Dataset\FallDetection\Sitting\FDST2,
Processed Dataset/ProcessedFallDetection/Sitting/FDST3.png,fall,Dataset\FallDetection\Sitting\FDST3,
Processed Dataset/ProcessedFallDetection/Sitting/FDST4.png,fall,Dataset\FallDetection\Sitting\FDST4,
Processed Dataset/ProcessedFallDetection/Sitting/FDST5.png,fall,Dataset\FallDetection\Sitting\FDST5,
Processed Dataset/ProcessedFallDetection/Sitting/FDST6.png,fall,Dataset\FallDetection\Sitting\FDST6,
Processed Dataset/ProcessedFallDetection/Sitting/FDST7.png,fall,Dataset\FallDetection\Sitting\FDST7,
Processed Dataset/ProcessedFallDetection/Sitting/FDST8.png,fall,Dataset\FallDetection\Sitting\FDST8,
Processed Dataset/ProcessedFallDetection/Sitting/FDST9.png,fall,Dataset\FallDetection\Sitting\FDST9,
Processed Dataset/ProcessedFallDetection/Sitting/FDST10.png,fall,Dataset\FallDetection\Sitting\FDST10,
Processed Dataset/ProcessedFallDetection/SittingNotFalling/FDSTNF1.png,none,Dataset\FallDetection\SittingNotFalling\FDSTNF1,
Processed Dataset/ProcessedFallDetection/SittingNotFalling/FDSTNF2.png,none,Dataset\FallDetection\SittingNotFalling\FDSTNF2,
Processed Dataset/ProcessedFallDetection/SittingNotFalling/FDSTNF3.png,none,Dataset\FallDetection\SittingNotFalling\FDSTNF3,
Processed Dataset/ProcessedFallDetection/SittingNotFalling/FDSTNF4.png,none,Dataset\FallDetection\SittingNotFalling\FDSTNF4,
Processed Dataset/ProcessedFallDetection/SittingNotFalling/FDSTNF5.png,none,Dataset\FallDetection\SittingNotFalling\FDSTNF5,
Processed Dataset/ProcessedFallDetection/SittingNotFalling/FDSTNF6.png,none,Dataset\FallDetection\SittingNotFalling\FDSTNF6,
Processed Dataset/ProcessedFallDetection/SittingNotFalling/FDSTNF7.png,none,Dataset\FallDetection\SittingNotFalling\FDSTNF7,
Processed Dataset/ProcessedFallDetection/SittingNotFalling/FDSTNF8.png,none,Dataset\FallDetection\SittingNotFalling\FDSTNF8,
Processed Dataset/ProcessedFallDetection/SittingNotFalling/FDSTNF9.png,none,Dataset\FallDetection\SittingNotFalling\FDSTNF9,
Processed Dataset/ProcessedFallDetection/SittingNotFalling/FDSTNF10.png,none,Dataset\FallDetection\SittingNotFalling\FDSTNF10,
Processed Dataset/ProcessedFallDetection/Standing/FDSD1.png,fall,Dataset\FallDetection\Standing\FDSD1,
Processed Dataset/ProcessedFallDetection/Standing/FDSD2.png,fall,Dataset\FallDetection\Standing\FDSD2,
Processed Dataset/ProcessedFallDetection/Standing/FDSD3.png,fall,Dataset\FallDetection\Standing\FDSD3,
Processed Dataset/ProcessedFallDetection/Standing/FDSD4.png,fall,Dataset\FallDetection\Standing\FDSD4,
Processed Dataset/ProcessedFallDetection/Standing/FDSD5.png,fall,Dataset\FallDetection\Standing\FDSD5,
Processed Dataset/ProcessedFallDetection/Standing/FDSD6.png,fall,Dataset\FallDetection\Standing\FDSD6,
Processed Dataset/ProcessedFallDetection/Standing/FDSD7.png,fall,Dataset\FallDetection\Standing\FDSD7,
Processed Dataset/ProcessedFallDetection/Standing/FDSD8.png,fall,Dataset\FallDetection\Standing\FDSD8,
Processed Dataset/ProcessedFallDetection/Standing/FDSD9.png,fall,Dataset\FallDetection\Standing\FDSD9,
Processed Dataset/ProcessedFallDetection/Standing/FDSD10.png,fall,Dataset\FallDetection\Standing\FDSD10,
Processed Dataset/ProcessedFallDetection/StandingNotFalling/FDSDNF1.png,none,Dataset\FallDetection\StandingNotFalling\FDSDNF1,
Processed Dataset/ProcessedFallDetection/StandingNotFalling/FDSDNF2.png,none,Dataset\FallDetection\StandingNotFalling\FDSDNF2,
Processed Dataset/ProcessedFallDetection/StandingNotFalling/FDSDNF3.png,none,Dataset\FallDetection\StandingNotFalling\FDSDNF3,
Processed Dataset/ProcessedFallDetection/StandingNotFalling/FDSDNF4.png,none,Dataset\FallDetection\StandingNotFalling\FDSDNF4,
Processed Dataset/ProcessedFallDetection/StandingNotFalling/FDSDNF5.png,none,Dataset\FallDetection\StandingNotFalling\FDSDNF5,
Processed Dataset/ProcessedFallDetection/StandingNotFalling/FDSDNF6.png,none,Dataset\FallDetection\StandingNotFalling\FDSDNF6,
Processed Dataset/ProcessedFallDetection/StandingNotFalling/FDSDNF7.png,none,Dataset\FallDetection\StandingNotFalling\FDSDNF7,
Processed Dataset/ProcessedFallDetection/StandingNotFalling/FDSDNF8.png,none,Dataset\FallDetection\StandingNotFalling\FDSDNF8,
Processed Dataset/ProcessedFallDetection/StandingNotFalling/FDSDNF9.png,none,Dataset\FallDetection\StandingNotFalling\FDSDNF9,
Processed Dataset/ProcessedFallDetection/StandingNotFalling/FDSDNF10.png,none,Dataset\FallDetection\StandingNotFalling\FDSDNF10,
Processed Dataset/None/N1.png,none,Dataset\None\N1,
Processed Dataset/None/N2.png,none,Dataset\None\N2,
Processed Dataset/None/N3.png,none,Dataset\None\N3,
Processed Dataset/None/N4.png,none,Dataset\None\N4,
Processed Dataset/None/N5.png,none,Dataset\None\N5,
Processed Dataset/None/N6.png,none,Dataset\None\N6,
Processed Dataset/None/N7.png,none,Dataset\None\N7,
Processed Dataset/None/N8.png,none,Dataset\None\N8,
Processed Dataset/None/N9.png,none,Dataset\None\N9,
Processed Dataset/None/N10.png,none,Dataset\None\N10,
Processed Dataset/None/N11.png,none,Dataset\None\N11,
Processed Dataset/None/N12.png,none,Dataset\None\N12,
Processed Dataset/None/N13.png,none,Dataset\None\N13,
Processed Dataset/None/N14.png,none,Dataset\None\N14,
Processed Dataset/None/N15.png,none,Dataset\None\N15,
Processed Dataset/None/N16.png,none,Dataset\None\N16,
Processed Dataset/None/N17.png,none,Dataset\None\N17,
Processed Dataset/None/N18.png,none,Dataset\None\N18,
Processed Dataset/None/N19.png,none,Dataset\None\N19,
Processed Dataset/None/N20.png,none,Dataset\None\N20,
